english,pos,twi
delicious,,ɛyɛ dɛ; deɛ ɛyɛ dɛ
demonstrate,,yi kyerɛ 
demonstration,,ɔyɛkyerɛ
demoralize,,bu abam
demote,,te (obi) dibea so
deliberate,,deɛ woahyɛ da ayɛ 
delicate,,deɛ ɛhia ahwɛyie 
delight,,gye (obi) ani
delinquent,,deɛ ɔbu mmara so
delinquency,,bɔne; bɔne nketenkete
deliver,,di wo bɔhyɛ so; fa seɛ yɛ ɔyɔ 
define,,kyerɛ mu; kyerɛ aseɛ 
definition,,nkyerɛmu
deflect,,firi kwantene so 
deflate,,dwo; ma ɛdwo
definite,,deɛ emu da hɔ pefee 
deform,,di dɛm
deformity,,ɛdɛm; dɛm
defraud,,bu; bu obi
defray,,tua ka
defunct,,deɛ atwa mu; deɛ atwam
defy,,bu so
degrade,,gu anim ase
degenerate,,sɛe koraa
degree,,ntwahohyia nkyekyɛmu 
dehydrate,,ma nipadua mu nsuo we 
dehydration,,nipadua mu nsuweɛ
deject,,ma werɛ ho
dejected,,deɛ ne werɛ ahoɔ
delay,,twentwɛn so
defect,,ɛdɛm
decorous,,deɛ obuo wɔ mu
defer,,tu hyɛ da 
defend,,bɔ biribi ho ban
defiant,,deɛ ɔyɛ asobrakyeɛ
defiance,,asobrakyeɛ
deficient,,deɛ ɛtɔ sini
deficit,,ɛka; ka
decrease,,te so
decree,,ɔhyɛ mmara
decry,,kasa tia 
decrepit,,deɛ wanyini ayɛ mmerɛ 
dedicate,,tu ho hyɛ 
declare,VERB,pae mu ka
deduct,,te firi mu; te firim
deed,,nneyɛɛ
deem,,susu
decompose,VERB,porɔ
decent,ADJECTIVE,deɛ ɛyɛ
deception,NOUN,nnaadaa
decide,VERB,fa adwen
decline,VERB,ba fam 
decomposition,NOUN,porɔeɛ
decorate,,siesie
decadent,ADJECTIVE,deɛ ɛrekɔ fam; deɛ ɛso reteɛ
decalogue,NOUN,Mmara Nsɛm Du
decamp,VERB,dwane; 
decapitate,VERB,twa tire; twa ti
debate,VERB,gye akyinnyeɛ 
decay,VERB,porɔ
decease,VERB,owuo
deacon,VERB,ɔsɔfokumaa
deaf,ADJECTIVE,deɛ n’aso asie 
dear,ADJECTIVE,da akoma so; deɛ ɔda akoma so 
debase,VERB,"brɛ ase, te so"
debar,VERB,si kwan; si obi kwan
debauch,VERB,de kɔ ɔsɛeɛ mu; sɛe
dealer,NOUN,odwadifoɔ 
debilitate,VERB,ma (obi) yɛ mmerɛ
debility,NOUN,mmerɛwyɛ
devil,,ɔbonsam; bonsam
desist,,gyae yɛ
desire,,ɔpɛ
destined,,deɛ ɛsɛ sɛ ɛba; deɛ ɛsɛ sɛ ɛsi 
destitute,,deɛ ahia no buruburoo
determine,,hwehwɛ mu hunu 
determined,,deɛ wasi ne bo
dialect,,ɔfa bi kasabea
diagnose,,hwehwɛ mu hunu
dialogue,,baanu nkɔmmɔ
dilute,,fra mu
dim,,deɛ ani dum
disappoint,,di hwammɔ
disappointment,,hwammɔ
disapprove,,kyerɛ sɛ wo ne biribi/obi nyɛ adwene
disentangle,,sane 
dislocate,VERB,hwane 
dislocation,NOUN,firikyie 
dismantle,VERB,tutu; tete mu 
dismember,VERB,twa nsa 
dismiss,VERB,yi adi 
disgrace,,gu anim ase
insurance,NOUN,nsiakyibaa
heir,NOUN,odideɛfoɔ
jab,VERB,wɔ 
jack,NOUN,pagyadadeɛ
jail,NOUN,efiase
disfigure,,sɛe ani
disgorge,,fe 
dishevel,VERB,pɛsɛpɛsɛ nwi 
dishearten,,bu aba mu; bu abam 
dishonour,VERB,bu animtia 
disinfect,VERB,te ho
disintegrate,VERB,tete pansam
disinherit,VERB,kame awunyadeɛ
disciple,,osuani 
disclaim,,yi ma 
disclose,,da adi; da no adi
discolour,,sesa ahosuo
disconnect,,te mu
disconsolate,,deɛ ne werɛ aho pa ara
discontented,,deɛ ɛbo nnwo so
discord,,ntawantawa 
discourage,,bu abam
discount,,(ɛboɔ) ntesoɔ; (ɛboɔ) nyisoɔ
discouragement,,abammuo
discuss,,susu ho
discover,,hunu
discovery,,deɛ wɔahwehwɛ ahu no foforɔ
discrepancy,,nsonsonoeɛ 
discriminate,,yiyi mu
discreet,,deɛ ɔyɛ ahwɛyie
discrimination,,nyiyimu
disdain,,animtiabuo
disembark,,si fam; si firi ɛhyɛn mu
discipline,,nteteeɛ pa 
disarm,,gye akodeɛ firi obi/ɔman bi nsam
dirty,,deɛ ayɛ fi
disaster,,atoyerɛnkyɛm
disability,,ɛdɛm
disastrous,,deɛ ɛde ɔsɛeɛ ba
discard,,to twene
disburse,,tua sika firi fotoɔ bi mu
discharge,,yi (obi) 
director,,ɔkandifoɔ; kandifoɔ 
dirt,,efi; fi
disabled,,deɛ wadi dɛm
disabuse,,ma obi hu sɛ biribi nyɛ nokorɛ
disagree,,ɛne obi nyɛ adwene
disagreement,,ntawantawa
disappear,,yera
diminish,,ma ɛso te; ɛso te
disagreeable,,deɛ ɛmfata
diminutive,,deɛ ɛsua pa ara
dimple,,afono mu tokuro
dinner,,anwummerɛ aduane 
dip,,de hyɛ mu
diplomacy,,amanaman nkutahodie dwuma
direct,,deɛ ɛkɔ tee
diffident,,deɛ ɔfɛre adeɛ 
direction,,ɛkwan 
difficult,,deɛ ɛyɛ den
digest,,yam
dignify,,hyɛ animuonyam
dignity,,animuonyam
digress,,twa fa nkyɛn
dilapidated,,deɛ atete apansam
dilate,,ma ɛtrɛ 
diligent,,deɛ n’ani ku n’adwuma ho
dilemma,,asɛnkɛseɛ
dictionary,,nsɛmfua nkyerɛaseɛ nwoma
dictate,,hyɛ 
diary,,daadaa dwumadie nwoma
diet,,nnuane ahodoɔ a wodie
difference,,nsonsonoeɛ
different,,da nso; deɛ ɛda nso
devote,,tu ho ma
dew,,bosuo
devour,,we 
devotion,,ɔsom 
devise,,bɔ tirimupɔ
dietician,,nnuanedie mu nimdefoɔ
devout,,deɛ watu ne ho asi hɔ ama ɔsom bi
diabolic,,deɛ ɛfiri bonsam 
dexterous,,deɛ wakwadare biribiyɛ mu
dexterity,,biribiyɛ mu nimdeɛ
detest,,kyiri kɔkɔkɔkɔ 
determination,,nwetasoɔ
dethrone,,tu adeɛ so 
devastate,,sɛe 
devastation,,ɔsɛeɛ 
develop,,nyini 
development,,mpuntuo
deviate,,kyea
destroy,,sɛe 
detach,,te mu
detain,,si kwan
detail,,kyerɛkyerɛ mu fann 
detect,,hunu 
detective,,opolisini a ɔhwehwɛ nspm mu 
detergent,,samina pɔɔda; samina pɔɔda a etu fi
deteriorate,,kɔ so ara sɛe
desolate,,amamfo so
despair,,abammuo
desperate,,deɛ n’ani abere biribi ho
despise,,kyiri kɔkɔkɔ 
despoil,,wia 
despot,,deɛ ɔbu ɔman tirimuɔden kwan so
destination,,beaeɛ a obi rekɔ
destiny,,hyɛbrɛ
deserve,,fata
derive,,nya firi 
design,,dwinni; di adwinni
derogatory,,deɛ egu anim ase
describe,,kyerɛkyerɛ mu; kyerɛ mu 
descendant,,aseni 
description,,nkyerɛkyerɛmu
desecrate,,gu ho fi
desert,,dwane gya
designate,,de dwumadie hyɛ (obi) nsa
jawbone,NOUN,apantan dompe
jesus,NOUN,Yesu
jailbird,NOUN,deɛ ɔda fiase
jealous,ADJECTIVE,deɛ ɔyɛ ahoɔyaa
jeer,VERB,bɔ tutuo
joiner,NOUN,nnua dwumayɛfoɔ
join,VERB,ka bɔ mu; ka bom
jubilee,NOUN,mfedie 
joke,NOUN,nsɛnkwaa
keeper,NOUN,hwɛsofoɔ
keepsake,NOUN,nkaedeɛ
kennel,NOUN,ɔkraman dan
kind,NOUN,ekuo
pagan,NOUN,ɔpaefoɔ 
pail,NOUN,bokiti 
palm-wine,NOUN,nsafufuo
pale,ADJECTIVE,hoyaa
palm-wine-pot,NOUN,akototwua
parable,NOUN,nhwɛsodeɛ ayɛsɛm
parade,NOUN,nsrabɔ
paradise,NOUN,Ɔsoro Ahemman Mu 
paraffin,NOUN,kresin 
paramount,ADJECTIVE,pɔn
paranoia,NOUN,adwenemuka
paramount-chief,NOUN,ɔmanhene
paragon,NOUN,nhwɛsodeɛ
parasite,NOUN,aboawa a ɔdidi mmoawa afoforɔ ho 
parcel,NOUN,akyɛdeɛ 
pander,NOUN,hyɛ takrawogyam
panel,NOUN,agyinatukuo
pang,NOUN,ɛyeaa prɛkopɛ
panic,NOUN,ehu
pant,VERB,tee so
palpable,ADJECTIVE,deɛ ɛho da hɔ fann
pants,NOUN,pieto
pantry,NOUN,nkukuo korabea
pamper,VERB,gyegye so
pap,NOUN,mpampa
papa,NOUN,papa
par,NOUN,tipɛn
pair,NOUN,nta
palm-sunday,NOUN,Mmerɛnkɛnson Kwasiada
palpitation,NOUN,akomabɔ
palpitate,VERB,bɔ periperi 
pamphlet,NOUN,nwoma sini
pandemonium,NOUN,basabasayɔ
paint,VERB,ka ho aduro
painter,NOUN,deɛ ɔka nneɛma ho aduro
pal,NOUN,ɔyɔnkoɔ
palace,NOUN,ahemfie
palanquin,NOUN,apakan
palaver,NOUN,kasahunu
palatial,ADJECTIVE,ɛdan kɛseɛ
labour,NOUN,ahoɔden dwuma 
lacerate,VERB,twa honam 
lachrymose,ADJECTIVE,deɛ anisuo ataa no
pacify,VERB,dwodwo 
lack,NOUN,deɛ ahia obi
lackadaisical,ADJECTIVE,deɛ hwee mfa ne ho
pace,NOUN,anammɔn
kiss,NOUN,mfeano
pacification,NOUN,mpata
pact,NOUN,apam
padre,NOUN,ɔsɔfoɔ
kindergarten,NOUN,mmotafowa sukuu
kingdom,NOUN,ɔman/kuro a ɔhene/ɔhemaa bi di so
kindred,NOUN,abusua
kindle,VERB,sɔ 
knock,VERB,twa koto 
knowledge,NOUN,nimdeɛ
kitten,NOUN,agyinammoa ba
kola-nut,NOUN,bese
kleptomania,NOUN,korɔno atenka denden
knave,NOUN,ɔtorofoɔ
knead,VERB,fete
kneel,VERB,bu nkotodwe
knit,VERB,nwono; nwene
knuckle,NOUN,nsa pɔ
kid,NOUN,abirekyie ba 
koran,NOUN,Nkramofoɔ Twerɛ Kronkron
label,NOUN,agyinahyɛdeɛ
laboratory,NOUN,abɔdeɛ mu mpɛnsɛmpɛnsɛmmubea
kill,VERB,kum; ku
laborious,ADJECTIVE,deɛ ne yɔ yɛ den
kettle,NOUN,dadesɛn afidie a wɔde noa nsuo
kerchief,NOUN,hankete 
kernel,NOUN,adwe
justice,NOUN,atɛntenenee
kidnap,VERB,kye sie
kin,NOUN,abusuani
junior,ADJECTIVE,kumaa
junk,ADJECTIVE,deɛ ɛnni mfasoɔ
jurist,NOUN,mmaranimfoɔ
jury,NOUN,apamfoɔ
just,ADVERB,pɛpɛɛpɛ; pɛ
justify,VERB,kyerɛ deɛ nti a obi nni fɔ
keen,ADJECTIVE,deɛ n’ani ku biribi ho
juvenile,ADJECTIVE,abɔfra
jump,VERB,huri
keep,VERB,fa
judge,NOUN,ɔtɛmmuafoɔ
judgement,NOUN,atɛmmuo
judicature,NOUN,atɛmmudwuma
judicious,ADJECTIVE,deɛ ɔnim nyansa
jug,NOUN,bonsuaa
jumble,NOUN,deɛ atu afra
jumper,NOUN,gyɔmpa 
joy,NOUN,anigyeɛ
jungle,NOUN,kwaeɛbiretuo
jostle,VERB,pem
jot,VERB,twerɛ biribi ntɛm
journal,NOUN,biribi pɔtee dawurubɔ krataa 
jewellery,NOUN,agudeɛ
jovial,ADJECTIVE,deɛ n’anim teɛ
journalist,NOUN,nsɛntwerɛni
jewel,NOUN,ɔbohene
jubilant,ADJECTIVE,deɛ ɔredi ahurusie
jeweller,NOUN,deɛ ɔyɛ agudeɛ ho adwuma
jibe,NOUN,atɛnnidie
jilt,VERB,gyae
job,NOUN,adwuma
jobbery,NOUN,kɛtɛasehyɛ
jockey,NOUN,pɔnkɔkafoɔ
jocose,ADJECTIVE,deɛ ɔyi nsɛnkwaa; dɛ ɔyi aseresɛm 
adventist,NOUN,Ɔkwanhwɛfoɔ; Kwanhwɛfoɔ
jehovah,NOUN,Yehowa
jehovahs-witness,NOUN,Yehowa Danseni
jeopardise,NOUN,sɛe
jerk,NOUN,awosoawosoɔ 
jest,NOUN,aseresɛm
jester,NOUN,nsɛnkwayifoɔ
jackass,NOUN,afunumu pɔnkɔnini 
jacket,NOUN,aduradeɛ
jack-knife,NOUN,bafo
jackpot,NOUN,akradeɛ mu sika botire kɛseɛ
jamboree,NOUN,anigyeɛ aponto kɛseɛ
janitor,NOUN,ɛdan so hwɛfoɔ
jar,NOUN,aduane tɔmmɛ
jaunt,NOUN,anigyeɛ akwantuo
jaw,NOUN,apantan
parity,NOUN,pɛpɛɛpɛyɔ
pardon,NOUN,bɔnefakyɛ 
parliament,NOUN,mmarahyɛbadwa fie 
partake,VERB,di bi 
partiality,NOUN,nyiyimu
participate,NOUN,de ho hyɛ mu
patient,NOUN,ɔyarefoɔ
passenger,NOUN,ɔkwantuni 
persecution,NOUN,anitan
persevere,VERB,tɔ kɔ so
pert,ADJECTIVE,ɔbaa a ɔka n’adwene 
pay,VERB,tua; tua ka
penetration,NOUN,nwuramu
pea,NOUN,adua
peace,NOUN,asomdwoeɛ
pedal,NOUN,nan ntiasoɔ
perfection,NOUN,pɛpɛɛpɛyɔ
persuasion,NOUN,nnaadaa 
pertain,VERB,fa ho 
pessimist,NOUN,deɛ ɔhunu bɔne wɔ biribiara mu
pest,NOUN,ɔhodwanfoɔ 
pestilence,NOUN,owuyaredɔm
pester,VERB,ha 
pet,NOUN,ayɛmmoa
petition,NOUN,ɛdɔm adesrɛ nwoma 
petrify,VERB,bɔ hu
petrol,NOUN,pɛtro 
petty,ADJECTIVE,deɛ ɛho nhia 
phobia,NOUN,ehu 
petulant,ADJECTIVE,deɛ ne koko nyɛ
pew,NOUN,asɔrefie akonnwa
phantom,NOUN,ɔsaman; saman 
person,NOUN,nipa 
pharmacy,NOUN,nnuro sotɔɔ 
philanthropist,NOUN,ɔboafoɔ 
philology,NOUN,kasa hodoɔ ho nimdeɛ adesua 
philosophy,NOUN,nyansapɛ
persist,VERB,toa so 
persistent,ADJECTIVE,deɛ ɔmpa aba 
personal,ADJECTIVE,ankasa
permeate,VERB,wurawura; wurawura mu
personality,NOUN,su
perspire,VERB,te mfifire
perspiration,NOUN,mfifire 
persuade,VERB,daadaa 
perjury,NOUN,ntanhunu ka
perky,ADJECTIVE,deɛ n’anim teɛ 
permanent,ADJECTIVE,deɛ ɛyɛ afebɔɔ 
perpetual,ADJECTIVE,deɛ ɛyɛ afebɔɔ 
perpetrate,VERB,di bɔne; yɛ bɔne
perpetuate,VERB,toa so 
perplex,VERB,yɛ basaa 
permit,VERB,ma ho kwan
perfidy,NOUN,hwammɔdie 
perfume,NOUN,aduhwam
persecute,VERB,taa ani 
per,PREPOSITION,biara 
perforate,VERB,tu mu tokuro
perform,VERB,di dwuma
performance,NOUN,dwumadie
periodical,ADJECTIVE,berɛ-ano berɛ-ano 
perish,VERB,hwere nkwa 
perjure,VERB,ka ntanhunu
pedestrian,NOUN,ɔnantefoɔ
peep,VERB,hwɛ
pedigree,NOUN,abusua 
peer,VERB,hwɛ haa 
peg,NOUN,pɛɛwa
pension,NOUN,ahomegyeɛ mu akatua 
pelican,NOUN,pokupoku
penalty,NOUN,asotwe 
pending,ADJECTIVE,deɛ ɛkonkɔn hɔ 
people,NOUN,nnipa 
penetrate,VERB,wura mu
penitent,ADJECTIVE,deɛ wanu ne ho 
pen-knife,NOUN,bafo
perfect,ADJECTIVE,deɛ ɛho twa 
penny,NOUN,kaprɛ
pensive,ADJECTIVE,deɛ n’adwene wɔ akyiri 
perceive,VERB,hu; hunu 
perennial,ADJECTIVE,afebɔɔ 
peak,NOUN,mpɛmpɛnso kɛseɛ
peaceful,ADJECTIVE,deɛ ɛho dwo
peasant,NOUN,okuani
pebble,NOUN,abosea 
peck,VERB,sɔ 
peculiar,ADJECTIVE,soronko 
pecuniary,ADJECTIVE,deɛ ɛfa sika ho
patriarch,NOUN,abusuapanin
partridge,NOUN,akokɔhwedeɛ
passion,NOUN,nna mu akɔnnɔ
patrimony,NOUN,agyapadeɛ
patrol,VERB,bɔ nsra
patron,NOUN,okyitaafoɔ
patronage,NOUN,mmoa 
paste,VERB,de tare
pauper,NOUN,ohiani
pavilion,NOUN,ntomadan
pawn,VERB,de si awowa
past,NOUN,kane
path,NOUN,anammɔnkwan
patch,VERB,pam 
patent,NOUN,nkutoo adeyɔ
paternal,ADJECTIVE,agya fa mu
partner,NOUN,ɔboafoɔ 
pathetic,ADJECTIVE,deɛ ne werɛ ahoɔ
partnership,NOUN,ayɔnkofa 
pathology,NOUN,nyarewa mu nhwehwɛmu
pass,VERB,sene ho
particular,ADJECTIVE,pɔtee
partisan,NOUN,amanyɔkuo kyitaafoɔ 
party,NOUN,apontoɔ 
passage,NOUN,ɛkwan
parliamentary,ADJECTIVE,deɛ ɛfa mmarahyɛbadwa ho 
parlour,NOUN, 
parody,NOUN,fɛwdie
parricide,NOUN,ɔwofokum
parrot,NOUN,ako
parson,NOUN,ɔsɔfoɔ
part,NOUN,ɛfa 
photo,NOUN,mfoni
phoney,ADJECTIVE,deɛ ɛyɛ atorɔ 
photograph,NOUN,mfoni
pierce,VERB,bɔne mu tokuro; 
placid,ADJECTIVE,da dinn; deɛ ɔda dinn 
place,NOUN,beaeɛ
plaster,VERB,de fam ho
pledge,NOUN,bɔhyɛ
plunder,VERB,wia 
posterity,NOUN,nkyirimma 
plunge,VERB,tɔ mu; tom 
predict,VERB,hyɛ nkɔm 
poetry,NOUN,anwonsɛm
populous,ADJECTIVE,beaeɛ a nnipa dɔɔso hɔ
postmortem,NOUN,owuo mu nhwehwɛmu; obi wuo mu nhwehwɛmu
pouch,NOUN,bɔtɔ ketewa
pregnant,ADJECTIVE,deɛ ɔnyem
precautionary,ADJECTIVE,deɛ wɔde si biribi bɔne ho kwan
predicament,NOUN,asiane
postpone,VERB,tu hyɛ da
predominate,VERB,gye fa
prefect,NOUN,opanin
prefer,VERB,pɛ sene 
pregnancy,NOUN,nyinsɛn
prejudice,NOUN,nnipakuo bi ho tirimupɔ bɔne 
prehistoric,ADJECTIVE,tete
preliminary,ADJECTIVE,deɛ ɛdi kan 
precede,VERB,di anim
precept,NOUN,ahyɛdeɛ
precious,ADJECTIVE,ɛsom bo; deɛ ɛsom bo 
precise,ADJECTIVE,pɛpɛɛpɛ 
preconceive,VERB,dwene ho sie 
preclude,VERB,si kwan; si ho kwan
preconceived,ADJECTIVE,deɛ wɔadwene ho asie
poverty,NOUN,ohia
predecessor,NOUN,ɔkannifoɔ 
predestined,ADJECTIVE,deɛ Ɔbɔadeɛ ahyehyɛ ato hɔ dada 
poultry,NOUN,efie ntakrammoa 
pounce,VERB,to hyɛ so 
pour,VERB,hwie 
practise,VERB,kɔ so yɛ 
mesh,NOUN,mmɛsa; mmɛsawɔ
powder,NOUN,pɔɔda 
power,NOUN,tumi 
powerful,ADJECTIVE,deɛ ɔwɔ tumi 
pray,VERB,bɔ mpaeɛ
praise,VERB,yi ayɛ
practitioner,NOUN,odwumadifoɔ
potable,ADJECTIVE,korogyee
prance,VERB,hurihuri 
pot,NOUN,kukuo
prate,VERB,toatoa 
prattle,VERB,toatoa 
prawn,VERB,ɔbɔnkɔ
potter,NOUN,okukudwinnifoɔ
preamble,NOUN,nnianimu
precaution,NOUN,ahwɛyie
posture,NOUN,bɔbea
postponement,NOUN,ntuhyɛda
potent,ADJECTIVE,tatahwe; deɛ ɛyɛ tatahwe
positive,ADJECTIVE,deɛ ɔwɔ awerɛhyɛmu 
potion,NOUN,aduro 
pothole,NOUN,bɔnka 
portrait,NOUN,nipa anim mfonin 
post-office,NOUN,nkratobea 
posh,ADJECTIVE,deɛ ne boɔ yɛ den 
pose,VERB,de haw ba 
position,NOUN,dibea 
possess,VERB,wɔ 
possible,ADJECTIVE,deɛ ɛbɛtumi asi 
post,VERB,de tare 
poster,NOUN,amannebɔ krataa 
porch,NOUN,abrannaa
pore,NOUN,honam ani ntokuro nketenkete
porridge,NOUN,koko
port,NOUN,suhyɛn gyinabea
porter,NOUN,ɔpono ano hwɛfoɔ 
portable,ADJECTIVE,deɛ wɔtumi pagya kɔ baabi 
portion,NOUN,kyɛfa
portfolio,NOUN,mfonin kotokuo 
portmanteau,NOUN,potomanto 
point,NOUN,ano 
poise,NOUN,animuonyam 
poison,NOUN,awuduro
pole,NOUN,dua teaa
poke,VERB,perɛ 
popular,ADJECTIVE,deɛ wagye din
policy,NOUN,nhyehyɛeɛ 
populate,VERB,kan ɔman mu nnipa
population,NOUN,ɔman mu nnipa dodoɔ
pocket,NOUN,bɔtɔ 
plural,NOUN,dodoɔ
plus,CONJUNCTION,ne 
play,VERB,di agorɔ 
plywood,NOUN,taaboo traa 
pneumatic,ADJECTIVE,deɛ mframa gyina mu
pneumonia,NOUN,ahrawa mu yareɛ 
poach,VERB,wia obi mmoa 
pod,NOUN,abena
pleasure,NOUN,anigyeɛ
plastic,ADJECTIVE | NOUN,rɔba 
platform,NOUN,taaboo nnyinasoɔ
plenty,PRONOUN,pii
plea,NOUN,akyɛwpa
plead,VERB,pa kyɛw
pleasant,ADJECTIVE,deɛ ɛyɛ fɛ
pleat,NOUN,mmobɔsoɔ
plebiscite,NOUN,ntontobɔ
plight,NOUN,tebea 
plod,VERB,nante brɛoo 
plagiarise,VERB,wia ɔfoforɔ adwuma 
plough,NOUN, 
plot,NOUN, 
pluck,VERB, 
plug,NOUN,ntuano
plait,VERB,bɔ; bɔ tire
plan,NOUN,tirimupɔ 
plumage,NOUN,ntakra
piety,NOUN,ahoteɛ
plump,ADJECTIVE,deɛ ɔso 
pigeon,NOUN,aborɔnoma
plague,NOUN,nsaneyareɛ
plagiarism,NOUN,korɔnobɔ
plaintiff,NOUN,sobɔfoɔ
plane,NOUN,wiemhyɛn 
plantation,NOUN,afuo 
pirate,NOUN,ɛpo so dwotwafoɔ 
pilgrimage,NOUN,akwantuo 
pill,NOUN,aduro
pilot,NOUN,wiemhyɛnkafoɔ
pitch,NOUN,agoprama so 
pimple,NOUN,anim nsaa
pioneer,NOUN,ɔkannifoɔ
pinpoint,VERB,kyerɛ pɛpɛɛpɛ 
pipe,NOUN,dorobɛn 
piracy,NOUN,ɛpo so korɔno 
pistol,NOUN,etusini
pit,NOUN,amena 
piteous,ADJECTIVE,mmɔbɔ 
pitfall,NOUN,afidie 
pittance,NOUN,sika ketewa bi 
placard,NOUN,ɔyɛkyerɛ taaboo 
placate,VERB,dwodwo akoma 
physique,NOUN,bɔbea
physician,NOUN,ɔyaresafoɔ 
pick,VERB,yi 
pickpocket,NOUN,ɔtotobɔtomuni
picket,VERB,bɔ sesee
picture,NOUN,mfonim
piece,NOUN,ɛfa
private,ADJECTIVE,deɛ ɛwɔ ankorɛankorɛ
prelude,NOUN,mfitiaseɛ
premeditate,VERB,dwene ho sie
premier,ADJECTIVE,deɛ ɛho hia kane 
premature,ADJECTIVE,deɛ ɛsi ntɛm; deɛ ɛba ntɛm 
primate,NOUN,ɔsɔfo panin 
prison,NOUN,afiase
priority,NOUN,deɛ ɛho hia pa ara; ahiadeɛ
privacy,NOUN,kokoam
privilege,NOUN,akwannya 
prize,NOUN,abasobɔdeɛ 
probation,NOUN,sɔhwɛberɛ
profuse,ADJECTIVE,deɛ ɛboro so
profusion,NOUN,mmorosoɔ
progeny,NOUN,asefoɔ 
provide,VERB,ma 
public,NOUN,badwam
publication,NOUN,nnwoma tintim ho adwuma 
publicity,NOUN,dawurubɔ
pugnacious,ADJECTIVE,deɛ ɔpɛ ntɔkwa 
publish,VERB,tintim nnwoma 
pullover,NOUN,sowata 
pull,VERB,twe
pulpit,NOUN,ɔsɛnkafoɔ dwa 
pulsate,VERB,bɔ 
provoke,VERB,hyɛ abufuo 
pulsating,ADJECTIVE,deɛ ɛrebɔ 
province,NOUN,mantam 
provocation,NOUN,abufuhyɛ
prowess,NOUN,nimdeɛ 
provocative,ADJECTIVE,deɛ ɛhyɛ abufuo 
pseudo,ADJECTIVE,deɛ ɛyɛ kontompo 
psalm,NOUN,Dawid nnwom 
protect,VERB,bɔ ho ban
psychopath,NOUN,deɛ n’adwene nyɛ 
puberty,NOUN,mpanimfeɛ so
protocol,NOUN,nhyehyɛeɛ 
prostitute,NOUN,odwamanfoɔ
proud,ADJECTIVE,ani gye ho 
protection,NOUN,ahobammɔ; bammɔ
protege,NOUN,deɛ ɔwɔ ahobammɔ
protest,VERB,kasa tia 
protrude,VERB,pue firi 
prove,VERB,da mu nokorɛ adi 
proverbial,ADJECTIVE,deɛ wɔtaa ka 
propel,VERB,pia 
proper,ADJECTIVE,papa
proprietor,NOUN,owura 
property,NOUN,agyapadeɛ
prophesy,VERB,hyɛ nkɔm
proposal,NOUN,tirimupɔ 
prophecy,NOUN,nkɔmhyɛ
prosecution,NOUN,kwaadubɔ 
prosper,VERB,yɛ yie 
programme,NOUN,dwumadie
prosperity,NOUN,nkɔsoɔ
prolific,ADJECTIVE,deɛ ɔto atena pii 
progress,NOUN,kankorɔ
prohibit,VERB,si ho kwan
prohibition,NOUN,ahobra
project,NOUN,dwumadie
prominent,ADJECTIVE,deɛ ɔyɛ kunini
prolong,VERB,ma ɛkyɛ 
promiscuous,ADJECTIVE,deɛ ɔyɛ dwamanfoɔ
promiscuity,NOUN,adwamammɔ
promote,VERB,yɛ ho dede
promotion,NOUN,dawurubɔ 
prompt,ADJECTIVE,mprempren 
promulgate,VERB,da adi 
pronounce,VERB,ka 
proof,NOUN,adanseɛ 
propagate,VERB,ma aseɛ dɔre 
produce,VERB,yɛ; yɔ
profane,ADJECTIVE,deɛ ɛho nte
product,NOUN,adwadeɛ
profess,VERB,pae mu ka
profanity,NOUN,kasafi 
profession,NOUN,adwuma 
proficient,ADJECTIVE,deɛ wakwadare biribiyɔ mu
profit,NOUN,mfasoɔ
profitable,ADJECTIVE,deɛ mfasoɔ wɔ mu 
profiteer,NOUN,deɛ ɔnya sika kwammɔne so
procedure,NOUN,ɔkwan
proceed,VERB,toa so 
process,NOUN,ɛkwan
prodigal,ADJECTIVE,hohwini; 
proclaim,VERB,da adi; da no adi 
procession,NOUN,santene
procrastinate,VERB,twetwe nan ase
proclamation,NOUN,adansedie
problem,NOUN,ɔhaw
procrastination,NOUN,mmɔtohɔ
procure,VERB,nya
probe,VERB,hwehwɛ mu
principle,NOUN,gyedie 
probity,NOUN,nokorɛdie
print,VERB,tintim 
prime,ADJECTIVE,titire
primer,NOUN,ahyɛaseɛ nwoma
primitive,ADJECTIVE,deɛ ɛfiri tete 
prince,NOUN,ɔhene ba barima
princess,NOUN,ɔhene ba baa
president,NOUN,ɔmanpanin 
principal,NOUN,titenani 
prestige,NOUN,animuonyam
prior,ADJECTIVE,kane
present,ADJECTIVE,mprempren
preserve,VERB,bɔ ho ban
preside,VERB,tena pono ti
preservation,NOUN,bammɔ
press,VERB,mia; mia so 
presume,VERB,susu sɛ
previous,ADJECTIVE,deɛ atwam
presumption,NOUN,nsusuiɛ
pretend,VERB,patu
pretty,ADJECTIVE,deɛ ne ho twa 
priest,NOUN,ɔsɔfoɔ 
prevail,VERB,di so nkonim 
prevent,VERB,si kwan
prevention,NOUN,akwansideɛ 
priceless,ADJECTIVE,deɛ ɛsom bo 
price,NOUN,ɛboɔ; boɔ
prickle,NOUN,awɔse 
premonition,NOUN,ehu
primary,ADJECTIVE,titire 
preoccupied,ADJECTIVE,deɛ n’adwene wɔ akyirikyiri
prepare,VERB,boa ho
preparation,NOUN,ahoboa
preparatory,ADJECTIVE,deɛ wɔyɛ no kane
prescribe,VERB,twerɛ aduro ma 
pumpkin,NOUN,ɛferɛ
put,VERB,to; 
pulverise,VERB,sɛe 
pummel,VERB,bobɔ 
